Date,open,high,low,close,tick_volume
2025-09-02 04:00:00+00:00,3485.699951171875,3559.199951171875,3485.699951171875,3549.39990234375,658
2025-09-03 04:00:00+00:00,3554.800048828125,3593.699951171875,3553.199951171875,3593.199951171875,72
2025-09-04 04:00:00+00:00,3549.89990234375,3573.60009765625,3549.89990234375,3565.800048828125,237
2025-09-05 04:00:00+00:00,3567.800048828125,3613.199951171875,3567.800048828125,3613.199951171875,925
2025-09-08 04:00:00+00:00,3594.5,3641.0,3590.0,3638.10009765625,97
2025-09-09 04:00:00+00:00,3647.10009765625,3670.39990234375,3627.800048828125,3643.300048828125,535
2025-09-10 04:00:00+00:00,3625.0,3655.39990234375,3620.800048828125,3643.60009765625,136
2025-09-11 04:00:00+00:00,3632.89990234375,3636.89990234375,3618.39990234375,3636.89990234375,307
2025-09-12 04:00:00+00:00,3655.5,3656.800048828125,3643.0,3649.39990234375,1300
2025-09-15 04:00:00+00:00,3640.0,3686.39990234375,3635.10009765625,3682.199951171875,210
2025-09-16 04:00:00+00:00,3681.39990234375,3698.60009765625,3681.39990234375,3688.89990234375,373
2025-09-17 04:00:00+00:00,3669.0,3685.199951171875,3661.60009765625,3681.800048828125,183
2025-09-18 04:00:00+00:00,3654.60009765625,3667.39990234375,3637.0,3643.699951171875,80
2025-09-19 04:00:00+00:00,3659.0,3685.89990234375,3658.199951171875,3671.5,211
2025-09-22 04:00:00+00:00,3688.199951171875,3748.199951171875,3688.0,3740.699951171875,410
2025-09-23 04:00:00+00:00,3747.0,3786.0,3740.0,3780.60009765625,627
2025-09-24 04:00:00+00:00,3769.800048828125,3772.5,3732.10009765625,3732.10009765625,588
2025-09-25 04:00:00+00:00,3742.800048828125,3756.0,3724.699951171875,3736.89990234375,1899
2025-09-26 04:00:00+00:00,3775.300048828125,3775.300048828125,3775.300048828125,3775.300048828125,19308
2025-09-29 04:00:00+00:00,3754.800048828125,3827.60009765625,3754.800048828125,3820.89990234375,8860
2025-09-30 04:00:00+00:00,3827.5,3865.5,3793.39990234375,3840.800048828125,1611
2025-10-01 04:00:00+00:00,3863.5,3891.89990234375,3853.300048828125,3867.5,1778
2025-10-02 04:00:00+00:00,3856.199951171875,3888.60009765625,3823.699951171875,3839.699951171875,3418
2025-10-03 04:00:00+00:00,3855.199951171875,3886.800048828125,3853.699951171875,3880.800048828125,392
2025-10-06 04:00:00+00:00,3931.300048828125,3960.0,3926.800048828125,3948.5,1267
2025-10-07 04:00:00+00:00,3959.39990234375,3981.5,3940.0,3976.60009765625,2903
2025-10-08 04:00:00+00:00,3987.199951171875,4049.199951171875,3987.199951171875,4043.300048828125,2179
2025-10-09 04:00:00+00:00,4011.199951171875,4046.199951171875,3940.0,3946.300048828125,3130
2025-10-10 04:00:00+00:00,3957.0,4012.0,3945.5,3975.89990234375,1697
2025-10-13 04:00:00+00:00,4016.0,4111.0,4016.0,4108.60009765625,1697
2025-10-14 04:00:00+00:00,4131.7001953125,4160.10009765625,4085.800048828125,4138.7001953125,2424
2025-10-15 04:00:00+00:00,4145.0,4210.60009765625,4145.0,4176.89990234375,3287
2025-10-16 04:00:00+00:00,4198.7998046875,4307.0,4196.60009765625,4280.2001953125,4705
2025-10-17 04:00:00+00:00,4354.7001953125,4358.0,4182.2001953125,4189.89990234375,4705
2025-10-20 04:00:00+00:00,4269.0,4394.89990234375,4229.7001953125,4393.2998046875,313858
